1 _ 1				1 _ 2				1 _ 3				1 _ 4				1 _ 5				1 _ 6			
Время	Сила	Ход	Экст.1	Время	Сила	Ход	Экст.1	Время	Сила	Ход	Экст.1	Время	Сила	Ход	Экст.1	Время	Сила	Ход	Экст.1	Время	Сила	Ход	Экст.1
сек	Н	мм	мм	сек	Н	мм	мм	сек	Н	мм	мм	сек	Н	мм	мм	сек	Н	мм	мм	сек	Н	мм	мм
2,36	14,37187	36,52853	13,98023	2,36	7,268588	36,5284	9,618123	2,36	6,601016	36,52834	9,333293	2,36	6,350676	36,52847	8,893331	2,36	6,080469	36,5285	8,889516	2,36	5,862713	36,52857	8,548737
2,38	14,45452	36,86177	14,17033	2,38	7,324219	36,8617	9,705226	2,38	6,605784	36,8618	9,412129	2,38	6,406307	36,86184	8,909225	2,38	6,124973	36,86173	8,897145	2,38	5,88576	36,86177	8,643468
2,4	14,59599	37,1953	14,29303	2,4	7,356008	37,19507	9,772618	2,4	6,655852	37,19517	9,503682	2,4	6,491343	37,19527	8,91304	2,4	6,175041	37,19523	8,968353	2,4	5,934238	37,19513	8,655548
2,42	14,57612	37,52843	14,50284	2,42	7,398923	37,52837	9,859721	2,42	6,724993	37,52843	9,518941	2,42	6,565253	37,5284	8,909225	2,42	6,199678	37,52843	8,988698	2,42	6,007353	37,5284	8,735021
2,44	14,66115	37,86187	14,68913	2,44	7,411639	37,86177	10,04601	2,44	6,776651	37,8618	9,5946	2,44	6,598631	37,862	8,909225	2,44	6,237825	37,86187	8,992513	2,44	6,065369	37,86184	8,813858
2,46	14,80182	38,19517	14,77623	2,46	7,436275	38,19503	10,11721	2,46	6,839434	38,1951	9,693782	2,46	6,67572	38,19513	8,976619	2,46	6,291071	38,19507	9,07135	2,46	6,1059	38,1952	8,829753
2,48	14,82248	38,52834	14,85952	2,48	7,486343	38,52837	10,27997	2,48	6,922086	38,52847	9,832382	2,48	6,684462	38,52853	9,154637	2,48	6,30935	38,52853	9,150823	2,48	6,144047	38,5283	8,909225
2,5	14,93454	38,86193	14,94281	2,5	7,514954	38,86177	10,38678	2,5	6,949902	38,86163	10,03838	2,5	6,682078	38,86197	9,333293	2,5	6,359418	38,86177	9,2659	2,5	6,217162	38,86187	9,063721
2,52	15,02752	39,19497	15,12909	2,52	7,508596	39,19493	10,3906	2,52	7,007122	39,1952	10,10132	2,52	6,717841	39,1951	9,328842	2,52	6,402334	39,19507	9,4045	2,52	6,244183	39,19507	9,162903
2,54	15,06964	39,52847	15,30329	2,54	7,660389	39,5284	10,39886	2,54	7,036527	39,52847	10,10132	2,54	6,756783	39,52857	9,344737	2,54	6,42697	39,52847	9,515126	2,54	6,28074	39,52837	9,2659
2,56	15,18408	39,86177	15,37069	2,56	7,766088	39,86167	10,57688	2,56	7,088184	39,8616	10,19287	2,56	6,82354	39,8618	9,415944	2,56	6,504854	39,86177	9,598414	2,56	6,349882	39,8618	9,261449
2,58	15,23336	40,1951	15,44189	2,58	7,817745	40,19507	10,67988	2,58	7,150968	40,19517	10,19669	2,58	6,900629	40,19537	9,499232	2,58	6,568432	40,19517	9,598414	2,58	6,402334	40,1951	9,2659
2,6	15,26674	40,5283	15,53663	2,6	7,894039	40,5284	10,84264	2,6	7,176399	40,52837	10,2876	2,6	6,955465	40,52837	9,677887	2,6	6,624063	40,52843	9,685516	2,6	6,437302	40,5283	9,333293
2,62	15,38356	40,86177	15,6676	2,62	7,960001	40,86167	10,90177	2,62	7,21693	40,86177	10,38297	2,62	7,005533	40,86197	9,756724	2,62	6,658236	40,86193	9,824117	2,62	6,449223	40,86177	9,495418
2,64	15,46701	41,19517	15,86978	2,64	7,997354	41,1951	10,90558	2,64	7,267793	41,19513	10,55336	2,64	7,056395	41,1952	9,840012	2,64	6,706715	41,195	9,974797	2,64	6,477833	41,19513	9,677887
2,66	15,54807	41,52834	15,98422	2,66	8,068879	41,52837	10,90558	2,66	7,292429	41,5284	10,73964	2,66	7,096926	41,52837	9,840012	2,66	6,753603	41,52857	10,0263	2,66	6,508827	41,52837	9,761174
2,68	15,63946	41,86203	16,0834	2,68	8,114179	41,8618	10,93737	2,68	7,359982	41,86173	10,99714	2,68	7,135868	41,862	9,974797	2,68	6,797314	41,86187	10,08161	2,68	6,522337	41,8619	9,840012
2,7	15,76265	42,19513	16,22645	2,7	8,142789	42,19507	11,09568	2,7	7,37985	42,19517	11,00858	2,7	7,170836	42,19503	9,970983	2,7	6,835461	42,19503	10,16871	2,7	6,563663	42,19503	9,967168
2,72	15,85801	42,52847	16,27795	2,72	8,159478	42,52837	11,21076	2,72	7,40687	42,52847	10,90558	2,72	7,176399	42,52857	10,08606	2,72	6,936391	42,52857	10,37089	2,72	6,655852	42,52853	10,03456
2,74	15,8906	42,8618	16,36887	2,74	8,203983	42,8618	11,39323	2,74	7,501443	42,86167	10,90558	2,74	7,197857	42,86177	10,26789	2,74	6,957849	42,86173	10,38678	2,74	6,722609	42,8618	10,04601
2,76	15,95656	43,19527	16,40066	2,76	8,239746	43,195	11,54391	2,76	7,568995	43,19517	11,00858	2,76	7,225672	43,1953	10,44655	2,76	6,974538	43,1952	10,45799	2,76	6,748041	43,19513	10,04601
2,78	16,03683	43,52843	16,59075	2,78	8,240541	43,52847	11,60685	2,78	7,606348	43,5284	11,10776	2,78	7,239183	43,5285	10,55336	2,78	7,021427	43,52837	10,39886	2,78	6,801287	43,52834	10,10132
2,8	16,02173	43,86177	16,74906	2,8	8,230209	43,86177	11,61893	2,8	7,641315	43,86177	11,27434	2,8	7,286072	43,86187	10,4777	2,8	7,074674	43,86184	10,3906	2,8	6,861687	43,86184	10,27997
2,82	16,07656	44,19523	16,88766	2,82	8,34306	44,19497	11,62275	2,82	7,669926	44,19513	11,36525	2,82	7,371108	44,19534	10,56925	2,82	7,112821	44,195	10,54955	2,82	6,888708	44,1953	10,3906
2,84	16,22756	44,52817	17,00274	2,84	8,479754	44,52834	11,75753	2,84	7,692178	44,52847	11,54772	2,84	7,436275	44,52843	10,56925	2,84	7,148584	44,52837	10,72375	2,84	6,897449	44,5282	10,55717
2,86	16,24823	44,86187	17,10574	2,86	8,53618	44,86173	11,82874	2,86	7,692178	44,86173	11,63101	2,86	7,512569	44,86207	10,66017	2,86	7,162889	44,86193	10,89414	2,86	6,949107	44,862	10,65636
2,88	16,37062	45,19493	17,29202	2,88	8,610885	45,19497	11,97116	2,88	7,737478	45,19507	11,62656	2,88	7,568201	45,1951	10,74346	2,88	7,184347	45,19507	11,08424	2,88	6,971359	45,1951	10,66017
2,9	16,46598	45,52843	17,56096	2,9	8,645852	45,5284	12,0786	2,9	7,791519	45,52847	11,63101	2,9	7,623037	45,5285	10,8223	2,9	7,23203	45,5286	11,10013	2,9	7,021427	45,5283	10,64809
2,92	16,47631	45,8619	17,70401	2,92	8,645852	45,8617	12,15363	2,92	7,853508	45,86173	11,73401	2,92	7,665952	45,8619	10,98506	2,92	7,266203	45,86177	11,17516	2,92	7,086595	45,8618	10,5648
2,94	16,60903	46,1951	17,80256	2,94	8,676847	46,19503	12,14981	2,94	7,914702	46,19523	11,75372	2,94	7,679462	46,19513	11,09187	2,94	7,342497	46,19517	11,26226	2,94	7,12951	46,19503	10,64809
2,96	16,70519	46,52853	17,82672	2,96	8,734067	46,52843	12,24073	2,96	7,990996	46,52837	11,89232	2,96	7,716815	46,52847	11,19487	2,96	7,391771	46,5285	11,35318	2,96	7,164478	46,5285	10,81467
2,98	16,70281	46,8617	17,85406	2,98	8,76983	46,86167	12,41938	2,98	8,026759	46,86184	11,89995	2,98	7,758935	46,86184	11,27815	2,98	7,45217	46,86173	11,37352	2,98	7,170836	46,86167	11,08424
3	16,87924	47,1953	17,99711	3	8,805593	47,19507	12,57769	3	8,041859	47,19513	12,06271	3	7,799467	47,19513	11,36144	3	7,532438	47,1951	11,53946	3	7,216136	47,19523	11,17897
3,02	16,88321	47,52837	18,17131	3,02	8,88586	47,52837	12,60122	3,02	8,08239	47,52837	12,14981	3,02	7,854303	47,52837	11,46062	3,02	7,606348	47,52847	11,62275	3,02	7,259051	47,5284	11,18724
3,04	16,84904	47,86197	18,24252	3,04	8,940697	47,8618	12,68832	3,04	8,140405	47,8618	12,14981	3,04	7,894834	47,86207	11,61893	3,04	7,625421	47,86197	11,74545	3,04	7,290045	47,8618	11,19487
3,06	17,03739	48,1952	18,41672	3,06	8,978049	48,19503	12,77161	3,06	8,167426	48,19517	12,22483	3,06	7,952849	48,19513	11,72193	3,06	7,619858	48,19493	11,74545	3,06	7,358392	48,19517	11,28197
3,08	17,08666	48,5284	18,60301	3,08	9,020965	48,52837	12,94963	3,08	8,21352	48,52853	12,29604	3,08	7,988612	48,5285	11,7499	3,08	7,644495	48,52857	11,79314	3,08	7,43707	48,5284	11,37352
3,1	17,06759	48,86197	18,69837	3,1	8,975665	48,86184	13,04881	3,1	8,298556	48,86167	12,37933	3,1	8,020401	48,86187	11,76135	3,1	7,674694	48,86187	11,89613	3,1	7,456144	48,8619	11,54391
3,12	17,21303	49,195	18,69011	3,12	9,027322	49,19507	13,19949	3,12	8,347829	49,19513	12,49059	3,12	8,076032	49,19523	11,74164	3,12	7,690588	49,1951	12,05444	3,12	7,494291	49,195	11,61893
3,14	17,27422	49,52843	18,75369	3,14	9,113153	49,5284	13,24717	3,14	8,379619	49,52843	12,57769	3,14	8,115768	49,52857	11,8885	3,14	7,723967	49,5284	12,16189	3,14	7,549127	49,5284	11,73401
3,16	17,33621	49,86173	18,88847	3,16	9,164016	49,86167	13,27451	3,16	8,406639	49,86163	12,66479	3,16	8,1261	49,8618	11,97561	3,16	7,750193	49,8618	12,2846	3,16	7,555485	49,86184	11,88405
3,18	17,44827	50,19513	19,11418	3,18	9,213288	50,195	13,35398	3,18	8,421739	50,19517	12,7519	3,18	8,168221	50,1953	12,14155	3,18	7,791519	50,19513	12,3717	3,18	7,557869	50,19513	11,8885
3,2	17,41727	50,5284	19,24451	3,2	9,256204	50,5285	13,39785	3,2	8,451144	50,5283	12,85489	3,2	8,1865	50,52843	12,15744	3,2	7,828871	50,5284	12,3202	3,2	7,588863	50,52837	11,80903
3,22	17,48403	50,8618	19,45877	3,22	9,317398	50,8617	13,4964	3,22	8,47578	50,86167	12,95789	3,22	8,21511	50,86197	12,15363	3,22	7,898808	50,86193	12,30431	3,22	7,636547	50,86187	11,89613
3,24	17,58337	51,1951	19,64506	3,24	9,379387	51,19507	13,56824	3,24	8,488496	51,1951	13,03291	3,24	8,259614	51,19507	12,16189	3,24	7,963181	51,195	12,30431	3,24	7,696152	51,19513	12,06652
3,26	17,61278	51,52837	19,79128	3,26	9,425481	51,52834	13,73037	3,26	8,534591	51,52847	13,12447	3,26	8,308887	51,52853	12,29223	3,26	8,015633	51,5286	12,47851	3,26	7,736683	51,5283	12,2172
3,28	17,68907	51,86187	19,85868	3,28	9,477139	51,86173	13,82128	3,28	8,583069	51,86177	13,2707	3,28	8,338292	51,862	12,37933	3,28	8,058548	51,86177	12,65271	3,28	7,781982	51,86187	12,30049
3,3	17,86629	52,19513	20,01317	3,3	9,514491	52,19503	13,91665	3,3	8,634727	52,19517	13,3578	3,3	8,381207	52,195	12,50203	3,3	8,099079	52,1951	12,82692	3,3	7,81854	52,19507	12,38314
3,32	17,91557	52,52857	20,16767	3,32	9,531975	52,52834	14,01138	3,32	8,695126	52,52843	13,47287	3,32	8,430481	52,52853	12,58532	3,32	8,121331	52,52863	12,92992	3,32	7,860661	52,52843	12,49059
3,34	17,96722	52,86177	20,33424	3,34	9,572506	52,86177	14,18177	3,34	8,746783	52,86184	13,48495	3,34	8,46386	52,8618	12,58151	3,34	8,130074	52,86163	12,94963	3,34	7,914702	52,86173	12,57388
3,36	18,03637	53,1952	20,43724	3,36	9,604295	53,195	14,27714	3,36	8,80162	53,19517	13,48495	3,36	8,489291	53,1953	12,73982	3,36	8,148353	53,19517	12,94963	3,36	7,963181	53,19513	12,5103
3,38	18,10869	53,52843	20,52053	3,38	9,577274	53,5284	14,32864	3,38	8,856456	53,5284	13,48495	3,38	8,511543	53,5284	12,93437	3,38	8,199215	53,52834	13,02528	3,38	8,024375	53,52837	12,50203
3,4	18,12855	53,86177	20,52053	3,4	9,611447	53,8617	14,46342	3,4	8,896987	53,86167	13,70684	3,4	8,562406	53,86193	13,01702	3,4	8,222262	53,8619	13,02528	3,4	8,085568	53,86177	12,50203
3,42	18,1516	54,19507	20,61144	3,42	9,741783	54,195	14,57787	3,42	8,948644	54,1952	13,89249	3,42	8,612473	54,19523	13,0291	3,42	8,231004	54,195	13,12828	3,42	8,125305	54,1952	12,58151
3,44	18,23902	54,5283	20,78184	3,44	9,820461	54,52834	14,66115	3,44	8,989175	54,5285	14,08704	3,44	8,668105	54,52837	13,0291	3,44	8,268356	54,5284	13,20775	3,44	8,134842	54,52827	12,82692
3,46	18,27399	54,86187	20,87275	3,46	9,857814	54,86173	14,83981	3,46	8,98997	54,8616	14,15825	3,46	8,738041	54,86197	13,0291	3,46	8,311272	54,8619	13,35017	3,46	8,129279	54,86193	12,95789
3,48	18,36379	55,195	21,00372	3,48	9,891987	55,19503	14,89131	3,48	9,029706	55,19523	14,26125	3,48	8,805593	55,19513	13,03736	3,48	8,354981	55,195	13,4608	3,48	8,134048	55,19497	13,12002
3,5	18,4679	55,52843	21,14232	3,5	9,943645	55,52843	14,89512	3,5	9,036064	55,52847	14,26125	3,5	8,821487	55,52857	13,19567	3,5	8,394718	55,52857	13,48495	3,5	8,16981	55,52843	13,20775
3,52	18,51877	55,8617	21,24151	3,52	9,98338	55,86173	14,91864	3,52	9,059112	55,86163	14,26506	3,52	8,841355	55,86177	13,27451	3,52	8,447965	55,8618	13,532	3,52	8,16981	55,86187	13,25925
3,54	18,6046	56,1951	21,42779	3,54	10,0263	56,19507	15,01401	3,54	9,097259	56,19517	14,26125	3,54	8,865993	56,19517	13,36606	3,54	8,500417	56,19517	13,69476	3,54	8,217494	56,195	13,2033
3,56	18,66976	56,52843	21,499	3,56	10,07398	56,5284	15,16469	3,56	9,133021	56,5283	14,26506	3,56	8,877913	56,5285	13,532	3,56	8,559227	56,52847	13,78568	3,56	8,281867	56,52847	13,26688
3,58	18,65228	56,86173	21,54223	3,58	10,10895	56,8617	15,25561	3,58	9,152889	56,86184	14,45516	3,58	8,889039	56,86187	13,63118	3,58	8,59658	56,8618	13,88868	3,58	8,311272	56,8618	13,3578
3,6	18,77228	57,1953	21,77238	3,6	10,14312	57,1951	15,34653	3,6	9,175937	57,19507	14,55816	3,6	8,922418	57,19517	13,70684	3,6	8,639495	57,1951	13,99167	3,6	8,385976	57,19523	13,47669
3,62	18,81838	57,52847	21,97838	3,62	10,19955	57,52843	15,36242	3,62	9,213288	57,52847	14,72855	3,62	8,962949	57,5284	13,71066	3,62	8,717378	57,52847	13,99167	3,62	8,461475	57,52837	13,69858
3,64	18,82474	57,862	22,12079	3,64	10,24564	57,86177	15,44952	3,64	9,237926	57,86177	14,81565	3,64	9,001096	57,86203	13,78949	3,64	8,729299	57,8619	14,07878	3,64	8,474986	57,86187	13,79395
3,66	18,93679	58,19523	22,20408	3,66	10,28856	58,19507	15,51692	3,66	9,286404	58,19507	14,89131	3,66	9,049575	58,195	13,79776	3,66	8,722146	58,19507	14,24154	3,66	8,479754	58,19513	13,80157
3,68	19,03931	58,5284	22,23206	3,68	10,31796	58,5284	15,58812	3,68	9,366672	58,52853	14,89512	3,68	9,115537	58,5286	13,88105	3,68	8,762677	58,52857	14,34072	3,68	8,513927	58,52834	13,80157
3,7	19,01945	58,86184	22,35476	3,7	10,24882	58,8617	15,65933	3,7	9,454091	58,8617	14,99812	3,7	9,183089	58,86187	13,99994	3,7	8,776188	58,8617	14,26888	3,7	8,562406	58,86187	13,80539
3,72	19,12912	59,19503	22,48955	3,72	10,28617	59,19497	15,69112	3,72	9,488265	59,19523	15,0973	3,72	9,256204	59,19523	14,24917	3,72	8,787314	59,1951	14,32864	3,72	8,590221	59,19507	13,98404
3,74	19,18157	59,52847	22,62815	3,74	10,3879	59,52847	15,87741	3,74	9,525617	59,52834	15,25561	3,74	9,301503	59,52853	14,44753	3,74	8,841355	59,52843	14,46724	3,74	8,598964	59,52837	14,15443
3,76	19,18077	59,86173	22,72733	3,76	10,42763	59,8617	15,96451	3,76	9,559791	59,86167	15,36624	3,76	9,335677	59,8618	14,53845	3,76	8,870761	59,86184	14,62936	3,76	8,632342	59,8618	14,32864
3,78	19,24356	60,19507	22,85767	3,78	10,48168	60,19503	16,04398	3,78	9,588401	60,19527	15,37069	3,78	9,361903	60,19534	14,54671	3,78	8,895397	60,19507	14,81183	3,78	8,65062	60,19517	14,34072
3,8	19,30078	60,5283	22,98037	3,8	10,52697	60,52843	16,18258	3,8	9,613832	60,52837	15,37069	3,8	9,38495	60,52837	14,53845	3,8	8,896987	60,52847	14,97841	3,8	8,672873	60,5283	14,45897
3,82	19,36515	60,8619	23,09163	3,82	10,56512	60,8617	16,20229	3,82	9,6337	60,86173	15,36624	3,82	9,384155	60,862	14,55434	3,82	8,937518	60,86197	15,08904	3,82	8,708636	60,8617	14,34835
3,84	19,48039	61,19503	23,22642	3,84	10,62314	61,19507	16,26587	3,84	9,658337	61,19513	15,426	3,84	9,402434	61,19513	14,63381	3,84	9,016991	61,195	15,08904	3,84	8,758704	61,19503	14,34072
3,86	19,56542	61,52837	23,32115	3,86	10,6891	61,5284	16,36505	3,86	9,665489	61,52847	15,58049	3,86	9,417534	61,52843	14,64971	3,86	9,085338	61,52857	14,98985	3,86	8,821487	61,52843	14,44753
3,88	19,58688	61,8619	23,43623	3,88	10,75824	61,86177	16,4636	3,88	9,686947	61,86167	15,76233	3,88	9,411176	61,86187	14,74063	3,88	9,148915	61,86173	14,98985	3,88	8,868377	61,86193	14,62936
3,9	19,7204	62,1951	23,57101	3,9	10,7789	62,1951	16,63017	3,9	9,728272	62,19513	15,85388	3,9	9,444554	62,19507	14,81565	3,9	9,220441	62,1951	15,07314	3,9	8,891423	62,19503	14,8201
3,92	19,74265	62,52857	23,70962	3,92	10,77414	62,52837	16,72935	3,92	9,770393	62,52847	15,93272	3,92	9,469192	62,52863	14,90275	3,92	9,251435	62,52853	15,24353	3,92	8,933544	62,52853	14,89894
3,94	19,73549	62,86173	23,81643	3,94	10,78765	62,86173	16,79675	3,94	9,85384	62,86177	15,94861	3,94	9,504159	62,86177	15,16024	3,94	9,251435	62,86173	15,41774	3,94	8,973281	62,86177	14,98604
3,96	19,82133	63,1952	23,95121	3,96	10,76857	63,195	16,80056	3,96	9,931724	63,19513	15,95306	3,96	9,550254	63,19527	15,24734	3,96	9,242694	63,19513	15,64789	3,96	9,028117	63,19513	15,07759
3,98	19,89524	63,52843	24,0701	3,98	10,77414	63,52834	16,89148	3,98	9,969871	63,5284	16,04017	3,98	9,580453	63,52847	15,36242	3,98	9,242694	63,52834	15,75089	3,98	9,098847	63,52834	15,08141
4	19,88331	63,8619	24,20044	4	10,82818	63,86173	16,92327	4	10,00881	63,86173	16,08721	4	9,654363	63,86197	15,43808	4	9,295146	63,86193	15,77059	4	9,123485	63,86187	15,08904
4,02	19,96438	64,19524	24,39499	4,02	10,9156	64,195	17,07776	4,02	10,03106	64,19517	16,26968	4,02	9,737015	64,1952	15,48513	4,02	9,359519	64,19497	15,76678	4,02	9,108384	64,19527	15,15643
4,04	20,02319	64,52834	24,48972	4,04	10,9752	64,52834	17,26023	4,04	10,01994	64,52847	16,37268	4,04	9,770393	64,5285	15,49339	4,04	9,406407	64,52847	15,76678	4,04	9,126663	64,52827	15,2518
4,06	20,05657	64,86183	24,60861	4,06	11,00461	64,8617	17,39057	4,06	10,04378	64,8617	16,44389	4,06	9,806951	64,862	15,58812	4,06	9,447734	64,86177	15,77059	4,06	9,139379	64,8619	15,36624
4,08	20,14478	65,19493	24,75548	4,08	11,07216	65,19497	17,53362	4,08	10,08511	65,19517	16,54688	4,08	9,844303	65,19514	15,58812	4,08	9,490649	65,19507	15,9289	4,08	9,146531	65,195	15,43808
4,1	20,20756	65,5285	24,9176	4,1	11,12858	65,52847	17,61691	4,1	10,08431	65,52834	16,62254	4,1	9,858608	65,52856	15,6676	4,1	9,508133	65,5286	16,07132	4,1	9,150505	65,52837	15,57223
4,12	20,2179	65,86177	25,0562	4,12	11,16435	65,86173	17,63217	4,12	10,11848	65,86166	16,63017	4,12	9,866555	65,86183	15,85007	4,12	9,508133	65,86177	16,24998	4,12	9,17991	65,8618	15,66378
4,14	20,33234	66,19514	25,15539	4,14	11,21521	66,19507	17,72753	4,14	10,13835	66,19527	16,71346	4,14	9,860992	66,1952	15,9289	4,14	9,508133	66,19517	16,34916	4,14	9,233952	66,19507	15,77059
4,16	20,39274	66,52847	25,1948	4,16	11,2764	66,5285	17,81082	4,16	10,101	66,5283	16,89593	4,16	9,904702	66,52843	16,02427	4,16	9,553432	66,52843	16,36887	4,16	9,290378	66,52843	15,86151
4,18	20,42691	66,86177	25,35756	4,18	11,30184	66,8617	17,87821	4,18	10,12325	66,86177	17,05805	4,18	9,950002	66,86193	16,04017	4,18	9,589195	66,86187	16,36887	4,18	9,327729	66,86177	15,94098
4,2	20,58903	67,19517	25,44085	4,2	11,32091	67,19507	18,08421	4,2	10,25518	67,1952	17,23226	4,2	9,98656	67,19514	16,07958	4,2	9,640058	67,19507	16,36887	4,2	9,38495	67,1952	15,94098
4,22	20,59062	67,52827	25,56356	4,22	11,33045	67,5283	18,30991	4,22	10,32909	67,5285	17,33526	4,22	10,02153	67,5283	16,2576	4,22	9,705226	67,52847	16,44007	4,22	9,462833	67,52834	16,02427
4,24	20,55725	67,86193	25,69008	4,24	11,35906	67,86183	18,46059	4,24	10,3871	67,86173	17,34352	4,24	10,05332	67,86193	16,37268	4,24	9,719531	67,86187	16,68549	4,24	9,48747	67,86183	16,04017
4,26	20,65817	68,19517	25,85665	4,26	11,37336	68,1951	18,43262	4,26	10,43876	68,1951	17,40646	4,26	10,09385	68,19514	16,53099	4,26	9,760857	68,19504	16,87559	4,26	9,514491	68,1951	16,0834
4,28	20,72255	68,52847	26,09444	4,28	11,33521	68,52834	18,38112	4,28	10,47055	68,52847	17,41473	4,28	10,12564	68,52863	16,56278	4,28	9,801388	68,52847	17,00274	4,28	9,548664	68,52843	16,1864
4,3	20,68996	68,8618	26,20951	4,3	11,3527	68,8619	18,31754	4,3	10,52618	68,86163	17,50183	4,3	10,14312	68,86183	16,56278	4,3	9,841919	68,86173	17,04597	4,3	9,561379	68,86183	16,3606
4,32	20,81951	69,19504	26,28072	4,32	11,47111	69,195	18,48412	4,32	10,58022	69,19524	17,61246	4,32	10,20352	69,19524	16,54688	4,32	9,864171	69,1951	17,00274	4,32	9,563764	69,19514	16,43626
4,34	20,90454	69,5285	26,34366	4,34	11,53072	69,5284	18,66659	4,34	10,59691	69,52843	17,79493	4,34	10,24882	69,5285	16,69757	4,34	9,872119	69,5283	16,99893	4,34	9,604295	69,5285	16,5507
4,36	20,96335	69,86183	26,49053	4,36	11,57045	69,8617	18,87639	4,36	10,59691	69,8617	17,85406	4,36	10,29094	69,86187	16,78467	4,36	9,900729	69,8619	17,00274	4,36	9,626548	69,86173	16,62254
4,38	21,04203	70,19507	26,60116	4,38	11,58158	70,19497	18,9991	4,38	10,60088	70,19517	17,85406	4,38	10,34021	70,1952	16,80056	4,38	9,918213	70,19507	17,12163	4,38	9,667079	70,1951	16,63399
4,4	21,02375	70,52817	26,74421	4,4	11,5935	70,52843	19,06268	4,4	10,5993	70,52837	17,95324	4,4	10,36803	70,52837	16,79675	4,4	9,914239	70,52837	17,22463	4,4	9,702842	70,52827	16,63017
4,42	21,01978	70,86187	26,83512	4,42	11,62926	70,86173	19,15741	4,42	10,42763	70,8617	17,95324	4,42	10,39028	70,8621	16,90356	4,42	9,94126	70,86193	17,41091	4,42	9,732246	70,86193	16,63017
4,44	21,1072	71,19517	26,87454	4,44	11,6833	71,19514	19,15359	4,44	10,42843	71,195	18,02889	4,44	10,40538	71,19504	17,14516	4,44	9,992917	71,19504	17,59656	4,44	9,774367	71,19507	16,79293
4,46	21,14296	71,52843	26,96609	4,46	11,76357	71,52837	19,15741	4,46	10,66446	71,52837	18,13571	4,46	10,4332	71,5285	17,41091	4,46	9,999275	71,52856	17,68366	4,46	9,802182	71,52837	16,98685
4,48	21,19938	71,86187	27,02141	4,48	11,82477	71,86166	19,18538	4,48	10,7336	71,8618	18,28639	4,48	10,44989	71,86187	17,61691	4,48	10,05332	71,86173	17,78285	4,48	9,790261	71,86187	17,05805
4,5	21,34085	72,1951	27,1403	4,5	11,87086	72,19504	19,24896	4,5	10,78447	72,19524	18,37349	4,5	10,46817	72,19504	17,69956	4,5	10,12246	72,19517	17,7199	4,5	9,806951	72,19507	17,14516
4,52	21,36548	72,52856	27,2789	4,52	11,90106	72,52837	19,34369	4,52	10,86632	72,52843	18,45678	4,52	10,51982	72,52847	17,70401	4,52	10,19001	72,5285	17,79874	4,52	9,878476	72,52847	17,23226
4,54	21,40125	72,86173	27,46073	4,54	11,90901	72,8618	19,51408	4,54	10,94898	72,8618	18,47204	4,54	10,54525	72,86183	17,70401	4,54	10,24644	72,86177	17,84261	4,54	9,898345	72,86166	17,33907
4,56	21,47039	73,19524	27,62731	4,56	11,89788	73,19493	19,63679	4,56	10,98951	73,19517	18,55977	4,56	10,57625	73,19534	17,78666	4,56	10,29174	73,19527	17,85024	4,56	9,931724	73,1952	17,40646
4,58	21,49979	73,52834	27,77418	4,58	11,87563	73,52837	19,79574	4,58	11,01891	73,52843	18,65069	4,58	10,6144	73,52843	17,80256	4,58	10,32432	73,52843	18,02444	4,58	9,988944	73,52834	17,41473
4,6	21,48867	73,8619	27,80978	4,6	11,88755	73,86177	19,99728	4,6	11,01812	73,86173	18,73398	4,6	10,66764	73,86207	17,85406	4,6	10,31558	73,8619	18,2031	4,6	10,05729	73,8618	17,41091
4,62	21,55066	74,1951	27,90896	4,62	11,96146	74,19504	20,06912	4,62	11,02289	74,1952	18,87639	4,62	10,71374	74,1952	17,85406	4,62	10,29332	74,19497	18,21899	4,62	10,07636	74,19527	17,50946
4,64	21,6047	74,5283	28,01959	4,64	12,01232	74,5284	20,13206	4,64	11,00779	74,52853	18,97558	4,64	10,70261	74,52843	17,85406	4,64	10,32273	74,5285	18,21899	4,64	10,08749	74,52827	17,69575
4,66	21,70165	74,8619	28,19761	4,66	12,05047	74,86173	20,14414	4,66	10,99586	74,8616	19,15741	4,66	10,71056	74,86193	17,94561	4,66	10,35452	74,8618	18,36141	4,66	10,11451	74,8619	17,84261
4,68	21,7557	75,19493	28,35655	4,68	12,1069	75,19504	20,21917	4,68	10,90368	75,1952	19,33988	4,68	10,73996	75,19517	18,03652	4,68	10,38154	75,19507	18,4447	4,68	10,13835	75,19493	17,95324
4,7	21,83437	75,5284	28,49134	4,7	12,14663	75,52843	20,27067	4,7	10,77652	75,52834	19,34751	4,7	10,76062	75,5285	18,12363	4,7	10,41969	75,52853	18,53561	4,7	10,12325	75,5284	18,02063
4,72	21,89001	75,86173	28,64583	4,72	12,16571	75,86166	20,25096	4,72	11,03163	75,86166	19,35196	4,72	10,77652	75,86187	18,28639	4,72	10,45306	75,86183	18,65069	4,72	10,13358	75,86183	18,03271
